
msp gcn
OOD Test 1 Final AUROC: 99.11 OOD Test 1 Final AUPR: 99.19 OOD Test 1 Final FPR: 2.12
IND Test Score: 93.09

msp gcn
OOD Test 1 Final AUROC: 78.70 OOD Test 1 Final AUPR: 82.96 OOD Test 1 Final FPR: 93.92
IND Test Score: 24.90

msp gcn
OOD Test 1 Final AUROC: 78.70 OOD Test 1 Final AUPR: 82.96 OOD Test 1 Final FPR: 93.92
IND Test Score: 24.90

gnnsafe w/o prop gcn
OOD Test 1 Final AUROC: 53.39 OOD Test 1 Final AUPR: 64.99 OOD Test 1 Final FPR: 99.96
IND Test Score: 66.91

gnnsafe++ w/o prop gcn
OOD Test 1 Final AUROC: 56.76 OOD Test 1 Final AUPR: 68.37 OOD Test 1 Final FPR: 99.99
IND Test Score: 45.80

gnnsafe gcn
OOD Test 1 Final AUROC: 93.47 OOD Test 1 Final AUPR: 96.00 OOD Test 1 Final FPR: 92.81
IND Test Score: 66.91

gnnsafe++ gcn
OOD Test 1 Final AUROC: 99.74 OOD Test 1 Final AUPR: 99.85 OOD Test 1 Final FPR: 0.00
IND Test Score: 92.37

gnnsafe++ gcn
OOD Test 1 Final AUROC: 93.92 OOD Test 1 Final AUPR: 96.47 OOD Test 1 Final FPR: 99.74
IND Test Score: 45.49

