msp gcn
OOD Test 1 Final AUROC: 49.73 OOD Test 1 Final AUPR: 44.20 OOD Test 1 Final FPR: 95.13
IND Test Score: 22.55

gnnsafe w/o prop gcn
OOD Test 1 Final AUROC: 91.26 OOD Test 1 Final AUPR: 90.43 OOD Test 1 Final FPR: 44.04
IND Test Score: 75.76

gnnsafe++ w/o prop gcn
OOD Test 1 Final AUROC: 92.98 OOD Test 1 Final AUPR: 91.98 OOD Test 1 Final FPR: 34.82
IND Test Score: 76.05

gnnsafe gcn
OOD Test 1 Final AUROC: 96.39 OOD Test 1 Final AUPR: 96.52 OOD Test 1 Final FPR: 17.21
IND Test Score: 75.76

gnnsafe++ gcn
OOD Test 1 Final AUROC: 99.87 OOD Test 1 Final AUPR: 99.85 OOD Test 1 Final FPR: 0.16
IND Test Score: 92.91

gnnsafe++ gcn
OOD Test 1 Final AUROC: 97.02 OOD Test 1 Final AUPR: 97.09 OOD Test 1 Final FPR: 13.34
IND Test Score: 76.20

